userID,label,stop_lat,stop_lon,arrivalTimestamp,arrival,duration,restaurantNumber,Restaurant_name,Restaurant_ID,restaurant_lat,restaurant_lon,distance,exploring
302,69,55.768058875,12.50271655,1394708400.0,2014-03-13 11:00:00,0:15:00,7000,Vangså Bageri,4e8d45039adfed6919c8be69,55.768074,12.502647,0.004664408293415802,yes
302,10,55.7855097,12.5190189,1394804700.0,2014-03-14 13:45:00,0:30:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.017481273871782593,no
302,10,55.785479125,12.518979075,1395229500.0,2014-03-19 11:45:00,3:15:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.01593491845734481,no
302,10,55.78548255,12.5189719,1395408600.0,2014-03-21 13:30:00,1:00:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.016513779205877144,no
225,50,55.6897138,12.5611892,1393635600.0,2014-03-01 01:00:00,3:00:00,4977,Barcelona steak House,563d0741cd10a899bb7a48c9,55.689716,12.561081,0.006786407454509248,no
225,21,55.67405295,12.5915662,1393722000.0,2014-03-02 01:00:00,0:15:00,2512,Luna's Diner,4adcdafcf964a5203d5d21e3,55.6740234863,12.591463635699997,0.0072174686083570725,yes
225,249,55.7717902,12.50215805,1393931700.0,2014-03-04 11:15:00,1:15:00,7068,Aji Sushi,4d8609faf9f3a1cd9d4cd764,55.7716905724,12.501938102999999,0.01766288501760422,yes
225,198,55.6886847,12.5598866,1394019000.0,2014-03-05 11:30:00,1:30:00,4805,MOQA Kaffebar,516fc0ace4b068bd5c93e359,55.688754,12.559754,0.01133367054799645,yes
225,16,55.6767222,12.5744548,1394034300.0,2014-03-05 15:45:00,5:45:00,2878,Lolly CPH,5c687f0b8ad62e0039ba20b6,55.67668000000001,12.574477,0.004894398126360162,yes
225,83,55.6962097,12.57350165,1394125200.0,2014-03-06 17:00:00,5:30:00,5473,Restaurant Romarin,4caae90e8882199cd7f045d4,55.6961452961,12.573297,0.01468872994881862,no
225,148,55.705195075,12.580965475,1394190900.0,2014-03-07 11:15:00,0:15:00,6014,Café Pixie,4c9c90bc7c096dcb9b5bc2d1,55.7051541696,12.5812117148,0.016084016333594305,yes
225,75,55.6972909,12.54444015,1394244000.0,2014-03-08 02:00:00,0:15:00,5434,Dürum Bar (Döner Kebab),4c9d272546978cfa00ce947f,55.6972832512,12.5444287887,0.001108005995891423,yes
225,66,55.68762675,12.5595862,1394294400.0,2014-03-08 16:00:00,0:30:00,4655,Quest,56c2f785cd103c57ea1a47ae,55.687663,12.55962,0.004553860973990053,yes
225,105,55.6938264,12.5423092,1394362800.0,2014-03-09 11:00:00,1:00:00,5204,The Coffee Collective,4b0a82bcf964a520a02423e3,55.69371,12.542273,0.013140279152900041,yes
225,561,55.6907125,12.560641,1394375400.0,2014-03-09 14:30:00,0:30:00,4974,The Mad Hatter Bubble Tea Emporium,4fe32ec8e4b02bc552721351,55.6906920572,12.560649735799998,0.002337722358415222,yes
225,62,55.786525625,12.52465245,1394535600.0,2014-03-11 11:00:00,0:15:00,7245,DTU Hovedkantinen,4bd801300b779c74a93506a0,55.7866466201,12.5247864155,0.01584824244700038,yes
225,105,55.693820375,12.54232345,1394559000.0,2014-03-11 17:30:00,1:45:00,5204,The Coffee Collective,4b0a82bcf964a520a02423e3,55.69371,12.542273,0.012673872569813675,no
225,16,55.67637825,12.57462535,1394640900.0,2014-03-12 16:15:00,4:45:00,2683,Huset-KBH,4ba2bc2ef964a520ba1438e3,55.6764013871,12.574693959000001,0.005012090128438093,yes
225,633,55.6946821,12.54306075,1394729100.0,2014-03-13 16:45:00,1:30:00,5338,"Yuca Taco, Stefansgade",53b7e30f498e22702a8b99c1,55.694711543100006,12.543067486099998,0.003300547066031646,yes
225,66,55.687079325,12.55887785,1394789400.0,2014-03-14 09:30:00,1:45:00,4636,Arabica,4e5fa1bd8877f0d84af5ab06,55.687046245699996,12.5589309445,0.00496015243203658,yes
